unit_number,time_stamp,status,operational_setting_1,operational_setting_2,operational_setting_3,sensor_measurement_1,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_5,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_10,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21
unit_5,4/7/2014 12:00,0,42.0053,0.84,High,445,549.13,1341.42,1117.53,3.91,5.69,138.07,2211.93,8303.29,1.02,41.59,129.11,2387.94,8072,9.3587,0.02,329,2212,100,10.65,6.4407
unit_1,3/18/2018 12:00,0,25.0022,0.62,Low,462.54,536.26,1257.53,1044.41,7.05,9.01,175.87,1915.41,8008.05,0.94,36.79,164.82,2028.34,7876.04,10.8019,0.02,306,1915,84.93,14.43,8.5789
unit_1,5/17/2017 12:00,0,,0,High,518.67,641.94,1577.44,1399.39,14.62,21.6,555.02,2387.97,9050.76,1.3,47.31,523.24,2388.08,8138.42,8.3866,0.03,391,2388,100,38.79,23.2317
unit_6,8/23/2016 12:00,0,-0.0018,-0.0004,High,518.67,,1589.98,1408.86,,21.49,556.13,2388.09,9080.38,1.3,47.38,524.73,2388.15,8158.74,8.3171,0.03,392,2388,100,38.85,23.5012
unit_5,8/27/2014 12:00,0,41.9981,0.8401,High,445,549.12,1344.34,1118.99,3.91,5.7,137.77,2211.96,8307.76,,41.59,130.42,2387.97,8080.07,9.3664,0.02,326,2212,100,10.44,6.3469
unit_6,7/7/2016 12:00,0,0,-0.0001,High,518.67,642.77,1585.27,1399.55,14.62,21.52,554.56,2388.01,9053.34,1.3,47.23,521.37,2387.99,8139.99,,0.03,392,2388,100,38.98,23.4705
unit_9,5/19/2017 12:00,0,0.0013,-0.0003,High,518.67,642.39,1590.92,1404.13,,21.56,555.49,2388.05,9056.02,1.3,47.27,522.93,2388.02,8144.67,8.3628,0.03,392,2388,100,39.17,23.3863
unit_3,12/1/2016 12:00,0,0.0017,-0.0005,High,518.67,641.7,1584.14,1401.07,14.62,21.57,554.58,2387.95,9059.32,,47.13,522.17,2388,8138.01,8.3731,0.03,390,2388,100,39.04,23.4235
unit_3,2/3/2017 12:00,0,0.0024,,High,518.67,642.38,1585.54,1401.51,14.62,21.57,557.12,2388.08,9069.25,1.3,47.48,525.45,2388.08,8149.14,8.3432,0.03,393,2388,100,,23.4647
unit_2,3/17/2016 12:00,0,0.0032,0,High,518.67,642.51,1587.01,1400.66,14.62,21.57,554.46,2387.97,9058.22,1.3,47.07,522.87,2387.98,,8.3294,0.03,392,2388,100,38.95,23.441
unit_1,5/30/2018 12:00,0,42.0035,0.8418,High,,548.9,1353.88,1117.47,,5.7,140.4,2212.13,8333.42,1.03,42.03,131.25,2388.16,8101.73,9.2412,0.02,332,2212,100,10.79,6.4061
unit_2,9/9/2015 12:00,0,0.0028,-0.0004,High,518.67,641.96,1582.99,1400.97,14.62,21.57,550.52,2387.2,9029.48,1.3,47.38,518.41,2387.16,8122.22,8.4268,0.03,390,2388,100,38.68,23.3016
unit_2,5/24/2015 12:00,0,0.0011,0.0001,High,518.67,642.38,,1399.29,14.62,21.57,550.93,2387.81,9035.97,1.3,47.04,518.69,2387.77,8123.27,,0.03,389,2388,,38.91,23.3963
unit_6,3/21/2016 12:00,0,0.0014,0,High,518.67,642.1,1580.93,1395.66,14.62,21.56,552.78,2387.89,9052.3,1.3,47.14,520.23,2387.93,8136.15,8.398,0.03,391,2388,100,38.97,23.4136
unit_10,3/21/2018 12:00,0,35.0058,0.84,High,449.44,555.97,1364.96,1123.88,,7.97,196.24,2223.09,8359.53,1.03,,183.92,2388.24,8084.11,9.2397,0.02,334,2223,100,14.87,8.919
unit_1,6/1/2017 12:00,0,41.9999,0.84,High,445,548.8,,1112.38,3.91,5.71,138.53,2211.98,8318.05,1.02,41.71,130.79,2388.05,8086.79,,0.02,329,2212,100,10.6,6.4235
unit_3,1/10/2017 12:00,0,-0.0011,0.0003,High,518.67,642.05,1591.08,1396.8,14.62,21.57,556.53,2388.06,9066.57,1.3,47.31,524.08,2388.05,8142.71,8.3355,0.03,393,,100,39.3,23.4414
unit_8,11/8/2015 12:00,0,25.0003,0.6217,Low,462.54,536.19,1256.69,1039.62,7.05,9.01,174.68,1915.27,7998.4,0.93,,164.08,2028.13,7867.32,10.8373,0.02,305,1915,84.93,14.33,8.4915
unit_8,12/26/2016 12:00,0,35.0062,0.84,High,449.44,555.91,1382.08,1142.42,5.48,7.99,200.04,2223.69,8403.71,1.05,42.52,188.14,2388.81,8121.28,9.0688,0.02,338,2223,100,14.87,9.2025
unit_8,2/22/2016 12:00,0,42.0013,0.84,High,445,548.87,1350.47,1114.69,3.91,5.7,138.52,2211.95,8314.35,1.02,,130.32,2388.02,8075.2,,0.02,329,2212,100,10.54,6.4001
unit_10,6/14/2018 12:00,0,25.0001,0.62,Low,462.54,537.08,1266,1047.5,7.05,9,178.78,1915.69,8034.89,0.94,36.76,167.25,2028.68,7899.46,10.6601,0.02,307,1915,84.93,14.62,8.7079
unit_7,8/3/2014 12:00,0,0.0003,-0.0001,High,,641.22,1576.8,1389.41,14.62,21.59,553.18,2387.96,9046.96,1.3,47.24,522,2388.01,8133.74,8.3558,0.03,390,2388,100,39.06,23.4024
unit_2,6/4/2016 12:00,0,0,0.0003,High,518.67,642.9,1587.65,1406.99,14.62,21.57,558.39,2388.13,9073.55,1.3,47.49,525.51,2388.08,8154.82,8.3763,0.03,395,2388,100,39.08,23.5835
unit_10,8/25/2017 12:00,0,10.0066,0.2512,High,489.05,604.7,1486.84,1299.64,10.52,15.47,395.12,2318.79,8778.89,1.26,45.05,372.02,2387.99,8128.82,8.5941,0.03,368,2319,100,28.63,17.2472
unit_9,11/7/2016 12:00,0,-0.0001,-0.0005,High,518.67,641.8,1582.01,1403.02,14.62,21.56,550.4,2387.29,9031.4,1.3,47.26,518.93,2387.22,8119.15,8.4263,0.03,391,2388,100,38.81,
unit_5,6/18/2014 12:00,0,42.0017,0.84,High,445,549,1347.14,1109.1,3.91,5.7,138.34,2211.89,8309.8,1.02,41.58,129.07,2387.98,8080.24,9.3632,0.02,329,2212,100,10.55,6.3407
unit_10,9/18/2017 12:00,0,42.004,0.8408,High,445,549.12,1347.19,,3.91,5.7,138.63,2212.03,8317.13,1.02,42,,,8082.54,,0.02,330,2212,100,10.65,6.4345
unit_7,8/23/2014 12:00,0,0.0012,0.0001,High,518.67,641.92,1582.98,,14.62,21.6,554.43,2387.97,9048.77,1.3,47.3,,2387.97,,8.3735,0.03,391,2388,100,39.17,23.3818
unit_2,6/9/2015 12:00,0,0.0048,-0.0004,High,518.67,642.4,1574.15,1400.32,14.62,21.57,551.08,,9034.73,1.3,46.99,518.87,2387.43,8125.63,8.4112,0.03,389,2388,100,38.99,23.2593
unit_10,2/9/2018 12:00,0,0.0019,0,High,518.67,642.09,1580.84,1400.29,,21.58,556.46,2388.1,9067.51,1.3,47.26,524.67,2388.05,8143.56,8.3537,0.03,392,2388,100,39.1,23.5559
unit_7,1/26/2015 12:00,0,,0.0003,High,518.67,641.87,,1392.49,14.62,21.59,554.64,2387.99,9055.83,1.3,47.32,522.26,2387.93,8132.69,8.3694,0.03,392,2388,100,38.99,23.6114
unit_7,5/20/2015 12:00,0,0.0051,-0.0001,High,518.67,642.25,1586.02,1396.06,14.62,21.58,555.99,2388.06,9052.24,1.3,47.31,524.12,2388.03,8143.89,8.3647,0.03,394,2388,100,39.03,23.386
unit_8,7/27/2016 12:00,0,10.0008,0.25,High,489.05,604.46,1499.07,1293.28,10.52,15.47,395.26,2318.86,8782.7,1.26,45.14,372.96,2388.11,8134.64,8.558,0.03,368,2319,100,28.74,17.1098
unit_9,10/27/2016 12:00,0,-0.0005,0,High,518.67,642.31,1577.66,1384.46,14.62,21.57,552.06,2387.9,9052.37,1.3,46.98,520.85,2387.88,8127.92,8.37,0.03,392,2388,100,38.98,23.372
unit_3,9/24/2016 12:00,0,0.0017,-0.0002,High,,641.97,1581.11,1401.03,14.62,21.58,553.76,2387.96,9048.07,,46.86,521.65,2387.96,8130.38,8.3783,0.03,390,2388,100,38.94,23.4193
unit_7,12/5/2014 12:00,0,-0.0009,0.0004,High,518.67,641.57,1583.71,1396.51,14.62,21.59,554.17,2387.95,9048.73,1.3,47.2,522.19,2387.99,8136.07,,0.03,392,2388,100,39.1,23.4412
unit_9,3/14/2017 12:00,0,0.0012,-0.0001,High,518.67,642.01,1582.04,1400.25,14.62,21.56,553.86,2387.97,9051.8,1.3,47.25,521.29,2387.95,8138.09,8.3694,0.03,392,2388,100,39.04,23.3674
unit_10,5/14/2018 12:00,0,10.0002,0.25,High,489.05,604.7,1509.35,1309.67,10.52,15.46,399.71,2319.17,8803.75,1.26,45.61,375.99,2388.41,8154.07,8.53,0.03,371,2319,100,28.92,17.3544
unit_1,11/10/2017 12:00,0,0.0026,0.0018,High,518.67,642.36,1588.82,1396.29,14.62,21.6,556.36,2388.06,9060.62,,47.07,523.48,2388.09,8139.68,,0.03,392,2388,100,38.97,23.5281
unit_2,2/20/2016 12:00,0,0.0012,,High,518.67,642.26,1588.54,,14.62,21.57,554.11,2387.96,,1.3,47.18,521.7,2387.96,8134.33,8.3756,0.03,391,2388,100,39.01,23.3986
unit_8,12/26/2015 12:00,0,25.0033,0.62,Low,462.54,536.49,1259.75,1040.13,,9.01,175,1915.25,8005.63,0.94,36.31,164.48,2028.15,7869.4,10.8218,0.02,305,1915,84.93,14.31,8.5368
unit_3,8/4/2016 12:00,0,-0.0007,-0.0003,High,518.67,642.14,1583.41,1385.1,14.62,21.58,552.54,2387.91,9045.58,1.3,46.95,521.18,2387.93,8135.92,8.4033,0.03,391,2388,100,38.89,23.3448
unit_3,2/13/2016 12:00,0,0.0007,-0.0004,High,518.67,641.76,1574.69,1406.15,14.62,,551.15,2387.21,9029.99,1.3,47.31,518.73,2387.21,8125.68,,0.03,390,,100,38.89,23.2486
unit_9,7/5/2016 12:00,0,-0.0004,-0.0002,High,518.67,641.13,1580.72,1389.03,14.62,21.58,552.74,2387.93,9036.9,1.3,46.91,520.75,2387.95,8132.6,8.3994,0.03,391,2388,100,38.93,23.4567
unit_2,5/19/2015 12:00,0,0.0007,0,High,518.67,642.01,1583.92,1400.76,14.62,21.57,551.74,2387.78,9035.39,1.3,47.17,518.86,2387.69,8123.67,,0.03,390,2388,100,38.95,23.2826
unit_6,9/3/2015 12:00,0,-0.0013,-0.0002,High,,642.05,1579.17,1399.74,14.62,,,2387.21,9030.52,1.3,47.42,518.36,2387.2,8116.92,8.447,0.03,391,2388,100,38.88,23.3256
unit_5,7/19/2014 12:00,0,41.999,0.84,High,445,549.03,1340.63,1113.3,3.91,5.69,137.5,,8306.07,1.02,41.6,129.38,2388.03,8074.27,9.3519,0.02,329,2212,100,10.57,6.3302
unit_8,2/11/2016 12:00,0,34.9991,0.8408,High,449.44,555.12,1356.4,1121.39,5.48,7.98,,2222.87,8341.75,1.02,,182.65,2387.92,8065.93,9.324,0.02,,2223,100,14.78,8.9314
unit_7,9/14/2015 12:00,0,-0.0026,0.0002,High,518.67,642.12,1591.92,1413.98,,21.58,562.13,2388.26,9093.83,1.31,47.63,529.31,2388.27,8168.77,8.3237,0.03,396,2388,100,39.35,23.5155
unit_1,5/11/2017 12:00,0,9.9996,0.2509,High,489.05,604.29,1494.57,1300.9,10.52,15.48,395.41,2318.87,8776.79,1.26,45.09,372.95,2388.06,8137.69,8.5776,,368,2319,100,28.68,17.2116
unit_4,6/22/2016 12:00,0,0.0045,0.0002,High,518.67,642.4,1577.84,1399.89,14.62,21.58,555.96,2388.06,9060.12,1.3,47.19,523.32,2388.09,8134.16,8.3949,0.03,391,2388,100,39.09,23.3969
unit_8,6/26/2016 12:00,0,20.003,0.7004,High,491.19,607.01,1477.36,1240.75,9.35,13.63,334.8,2323.93,8727.55,1.08,44.16,315.54,2388.03,8061.65,9.161,0.02,363,2324,100,24.62,14.7072
unit_4,5/25/2016 12:00,0,-0.001,0.0004,High,518.67,642.22,1585.3,1395.98,14.62,,555.22,2388.03,9056.78,1.3,47.22,522.99,2388.01,8140.02,8.3823,0.03,390,,100,39.11,23.3721
unit_3,12/15/2016 12:00,0,-0.0039,0.0003,High,518.67,642.32,1583.4,1395.12,14.62,21.57,554.96,2388.02,9057.98,1.3,,522.55,2388.06,8141.81,8.3423,0.03,392,2388,100,39.09,23.4084
unit_8,5/1/2016 12:00,0,42.003,0.8416,High,445,548.66,1345.47,1111.59,3.91,5.7,,2211.94,,1.02,41.76,130.84,2388.04,8085.63,9.3244,0.02,329,2212,100,10.82,6.3472
unit_3,8/27/2016 12:00,0,0.0037,0.0002,High,518.67,642.02,1580.28,1391.91,14.62,21.58,552.9,2387.94,9045.23,1.3,47.13,521.06,2387.92,8131.29,8.3862,0.03,391,2388,,39.04,23.4843
unit_3,1/17/2016 12:00,0,-0.0008,0.0005,High,518.67,,1577.48,1398.51,14.62,21.58,551.59,2387.7,9038.88,1.3,47.15,518.66,2387.68,8126.53,8.4531,0.03,389,2388,100,38.75,23.3506
unit_10,9/2/2017 12:00,0,20.004,0.7001,High,491.19,606.99,1473.26,1235.31,9.35,13.62,334.78,2323.86,8718.03,1.07,44.13,315.38,2387.98,8063.4,9.1783,0.02,363,2324,100,24.46,14.7253
unit_8,8/31/2016 12:00,0,42.0057,0.8417,High,445,549.13,1350.16,1120.64,3.91,5.7,139.34,2212.08,8323.33,,41.79,130.57,2388.13,8097.53,9.2971,0.02,329,2212,100,10.61,6.3979
unit_1,7/18/2017 12:00,0,0.0015,0,High,518.67,642.16,1570.44,1403.25,14.62,21.6,555.63,2388.04,9051.98,1.3,47.14,522.97,2388.04,,8.3947,0.03,393,2388,100,39.26,23.3942
unit_6,10/30/2015 12:00,0,0.0017,0.0001,High,518.67,642.56,1579.71,1393.7,14.62,21.58,552.66,2387.98,9042.56,1.3,46.98,520.43,2387.92,8134.59,8.4076,0.03,391,2388,100,38.94,23.4648
unit_7,12/15/2014 12:00,0,0,0.0003,High,518.67,641.69,1582.05,1392.93,14.62,21.59,553.93,2388.04,9056.04,1.3,47.17,521.76,2387.91,8134.55,8.3861,0.03,391,2388,100,,23.4685
unit_9,8/20/2016 12:00,0,0.0041,0.0002,High,518.67,641.59,1590.88,1390.91,14.62,21.57,552.19,2387.99,,1.3,47.03,520.34,2387.91,8133.88,8.385,0.03,390,2388,,38.78,23.3954
unit_3,8/13/2016 12:00,0,0.0009,0.0003,High,518.67,641.94,,1392.14,14.62,21.58,,2387.97,9049.39,,46.97,521.06,2387.96,8137.38,8.4187,0.03,390,2388,100,39,23.3938
unit_10,6/3/2018 12:00,0,35.0054,0.8403,High,449.44,555.76,1372.3,1139.96,5.48,7.97,197.37,2223.45,8381.94,1.04,42.2,186.11,,8100.26,9.1887,0.02,334,2223,100,15.1,8.9679
unit_4,12/28/2015 12:00,0,0.0032,0,High,518.67,642.51,1579.38,1400.55,14.62,21.59,555.02,2388.04,9055.09,1.3,47.23,523.13,2388.04,8138.39,8.3941,0.03,390,2388,100,38.89,23.4071
unit_1,11/4/2017 12:00,0,35.0061,0.8413,High,449.44,554.58,1369.51,1116.61,5.48,7.99,195.53,2223.01,8349.38,1.02,41.64,183.76,2388.09,8069.34,9.2617,0.02,333,2223,100,14.89,8.9944
unit_9,8/24/2016 12:00,0,0.0006,-0.0002,,518.67,641.74,1587.3,1393.04,14.62,21.57,553.18,2387.92,9042.9,1.3,46.9,520.82,2387.9,8136.24,8.3547,0.03,392,2388,100,38.81,23.4205
unit_6,8/22/2015 12:00,0,0.0001,-0.0001,High,518.67,642.61,1574.46,1407.73,14.62,21.57,551.67,2387.25,9035.23,1.3,47.22,518.64,2387.25,8112.78,8.4197,0.03,,2388,100,,23.3458
unit_3,3/12/2016 12:00,0,-0.0008,0.0003,,518.67,642.14,1577.89,1391.87,14.62,21.58,551.28,2387.48,9034.96,1.3,47.2,519.49,2387.46,8121.84,8.439,0.03,391,2388,100,38.9,23.4973
unit_4,8/30/2016 12:00,0,-0.0003,-0.0001,High,518.67,642.19,1588.88,1407.88,14.62,21.58,557.64,2388.03,9071.39,1.3,47.34,525.11,2388.12,8154.59,8.3509,0.03,394,2388,100,,23.4856
unit_2,4/16/2015 12:00,0,0.0006,-0.0004,High,518.67,642.04,1582.12,1392.73,14.62,21.57,550.56,2387.66,9034.67,1.3,47.1,518.3,2387.64,8119.67,8.4161,0.03,389,2388,100,38.95,23.2859
unit_4,6/21/2016 12:00,0,-0.0026,,High,518.67,642.18,1584.67,1397.48,14.62,21.58,555.73,2388.03,9057.95,1.3,47.17,523.81,2388.11,8144.81,8.3397,,392,,100,39.27,23.5045
unit_5,1/7/2015 12:00,0,42.0079,0.8407,High,445,548.97,1351.21,1111,3.91,5.69,137.83,2211.93,8307.61,1.02,41.65,130.14,2388.02,8080.23,9.3286,0.02,328,2212,100,10.7,6.3879
unit_7,9/22/2015 12:00,0,0.001,0.0001,High,518.67,643,1591.64,,14.62,21.57,562.32,2388.25,9095.58,1.31,47.72,,2388.27,8175.55,8.2955,0.03,395,,100,39.19,23.6148
unit_7,5/8/2015 12:00,0,-0.0017,-0.0001,High,518.67,641.82,1582.61,1399.18,14.62,21.58,555.81,2387.99,9051.62,1.3,47.23,523.52,2387.99,8142.26,8.4128,0.03,391,2388,100,39,23.4122
unit_7,10/21/2015 12:00,0,-0.0003,0.0003,High,,643.42,1598.19,1414.6,14.62,21.57,566.2,2388.46,9117.3,,47.85,533.43,2388.4,8182.23,8.2528,0.03,395,2388,100,39.4,23.7227
unit_6,10/15/2016 12:00,0,0,0.0001,High,518.67,643.37,1599.77,1425.38,14.62,21.46,563.86,2388.38,9111.58,1.31,48.05,531.29,2388.36,8192.8,8.2313,0.03,,2388,100,39.42,23.6176
unit_7,2/17/2015 12:00,0,-0.0012,0.0002,High,518.67,641.74,1586.82,1399.39,14.62,21.59,554.57,2387.97,9049.01,1.3,47.08,522.61,2387.96,8137.71,8.3916,0.03,391,2388,100,39.15,23.4455
unit_7,5/1/2015 12:00,0,0.0009,-0.0001,High,518.67,642.33,1589.28,1397.92,14.62,21.59,555.68,2388.01,9062.39,1.3,47.17,523.17,2388,8138.72,8.3632,0.03,391,,100,38.99,23.4926
unit_2,1/27/2016 12:00,0,0.0009,0.0002,High,518.67,642.36,1577.84,1394.61,,21.57,,2387.97,9050.22,1.3,47.1,521.35,2387.97,8135.57,,0.03,389,2388,100,38.98,23.2864
unit_1,1/3/2018 12:00,0,19.9993,0.7008,High,491.19,606.84,1485.72,1245.74,9.35,13.63,335.56,2323.96,,1.08,44.07,316.05,2388.04,8066.47,9.1669,0.02,363,2324,100,24.6,14.7785
unit_4,7/6/2016 12:00,0,-0.0019,-0.0002,High,518.67,641.57,1581.27,1397.19,14.62,21.58,556.86,2388.06,9060.54,1.3,47.3,524.11,2387.99,8139.68,8.3876,0.03,391,2388,100,39.22,23.3614
unit_2,4/27/2015 12:00,0,-0.0002,-0.0003,High,,641.81,1581.08,1398.83,14.62,21.57,551.63,2387.57,9035.1,1.3,47.11,519.18,2387.58,8126.58,8.4911,0.03,391,2388,100,38.84,23.1937
unit_5,9/8/2014 12:00,0,10.0069,0.2519,High,489.05,603.92,1498.26,1294.73,10.52,15.46,393.22,2318.61,8771.31,1.26,45.07,371.33,2387.87,8122.56,8.5884,,368,2319,100,28.68,
unit_4,2/8/2016 12:00,0,0.0016,-0.0005,High,518.67,642.23,1582.47,1390.27,,,554.78,2388.06,9053.08,1.3,47.28,523.43,2388.01,8139.93,8.3699,0.03,391,,100,39.02,23.4186
unit_6,11/21/2015 12:00,0,0.0006,-0.0002,High,518.67,642.17,1578.64,1390.39,14.62,,553.57,2387.95,9047.36,1.3,46.99,520.92,2387.88,8131.68,,0.03,391,2388,100,38.94,23.43
unit_3,2/25/2017 12:00,0,0.0024,-0.0003,High,518.67,643.01,1598.38,1402.83,14.62,21.57,559.8,,9080.77,1.31,47.62,526.75,2388.21,8153.18,8.3208,0.03,393,2388,100,39.23,23.5579
unit_1,10/3/2017 12:00,0,34.9991,,High,449.44,555.22,1365.69,1121.74,5.48,7.99,194.32,2222.97,8350.99,1.02,41.65,183.54,,8067.48,9.2505,0.02,332,2223,100,14.99,8.9067
unit_4,11/3/2016 12:00,0,0.002,0.0004,High,518.67,642.08,1598.65,1404.64,14.62,21.58,560.41,2388.16,9080.82,1.31,47.56,527.22,2388.13,8154.05,8.2879,0.03,393,2388,100,39.26,23.5607
unit_7,9/9/2015 12:00,0,-0.0034,-0.0003,High,518.67,642.78,1591.63,1408.44,14.62,21.58,562.28,2388.21,9087.22,,47.71,529.24,2388.19,8166.14,8.3124,0.03,394,2388,100,39.42,23.7768
unit_3,3/15/2016 12:00,0,0.0036,-0.0003,High,518.67,642.03,1576.12,1394.28,14.62,21.58,550.69,2387.54,9040.6,,47.32,519.35,2387.55,8117.04,8.4688,0.03,391,2388,100,38.93,23.358
unit_8,10/22/2016 12:00,0,20.0017,0.7,High,491.19,607.19,1486.33,1256.57,9.35,,338.75,2324.19,8745,1.08,44.3,318.59,2388.33,8082.84,9.141,0.02,365,2324,100,24.62,
unit_6,8/3/2016 12:00,0,0.0016,-0.0004,High,518.67,,1585.37,1408.74,14.62,21.51,555.75,2388.05,9075.12,1.3,47.28,523.48,2388.01,8149.86,8.3066,0.03,393,2388,100,38.98,23.4054
unit_3,7/28/2016 12:00,0,0,0,High,518.67,642.02,1581.32,1396.18,14.62,21.58,552.79,2387.93,9043.49,1.3,46.83,520.78,2387.93,8132.99,8.4144,0.03,391,2388,100,39.11,23.2956
unit_4,6/7/2016 12:00,0,0.0042,-0.0005,High,518.67,642.45,1587.7,1390.14,,21.58,555.63,,,1.3,47.34,524.12,2388.04,8140.6,8.3744,0.03,391,2388,100,39.19,23.4811
unit_6,2/28/2016 12:00,0,0.0019,0.0003,High,518.67,642.04,,1388.72,14.62,21.56,552.47,2387.89,9045.74,1.3,47.04,520.54,2387.89,8131.53,8.4263,0.03,389,2388,100,38.96,23.3309
unit_8,5/9/2016 12:00,0,24.9981,0.62,Low,462.54,535.99,1262.08,1041.94,7.05,9.01,175.33,1915.37,8009.31,0.94,36.44,163.7,2028.18,7875.53,10.8663,0.02,305,1915,84.93,14.37,8.5877
unit_1,10/26/2017 12:00,0,42.0055,0.84,,445,548.69,1352.83,1129.42,3.91,5.7,137.87,2211.94,8320.93,1.02,41.73,,2388.08,8086.19,9.3181,0.02,330,2212,100,10.64,6.4319
unit_1,10/31/2017 12:00,0,35.0017,0.84,High,449.44,,1361.02,1128.2,5.48,7.99,195.13,2222.91,8352.92,1.03,41.75,183.7,2388.04,8071.69,9.274,0.02,333,2223,100,14.94,8.8488
unit_5,7/27/2014 12:00,0,9.9995,0.25,High,489.05,603.94,1500.22,1296.24,10.52,15.46,393.31,2318.63,8758.74,1.26,45.06,369.75,2387.85,8123.36,8.6509,0.03,368,2319,100,28.73,17.1548
unit_6,5/19/2016 12:00,0,-0.0007,-0.0003,High,518.67,641.68,1578.08,1395.21,14.62,21.54,553.31,2387.93,9052.07,1.3,47.2,520.64,2387.95,8131.23,8.3787,0.03,390,2388,100,38.77,23.3272
unit_1,6/30/2018 12:00,0,20.0026,0.7018,,491.19,606.75,1477.54,1256.56,9.35,13.62,337.87,2324.14,8736.74,1.08,44.39,317.83,2388.35,8084.53,9.091,0.02,366,2324,100,24.76,
unit_1,9/13/2017 12:00,0,,0.7014,High,491.19,607.42,1476.27,1239.54,9.35,13.63,335.37,2323.94,8718.74,1.08,44.21,315.29,2388.01,8059.5,9.1765,0.02,364,2324,100,24.58,14.7504
unit_5,9/12/2014 12:00,0,0.0005,0,High,518.67,641.97,1586.08,1388.84,14.62,,551.9,2387.94,9047.13,1.3,47,520.73,2387.93,8138.48,8.3709,0.03,390,2388,100,38.83,23.2911
unit_10,7/13/2017 12:00,0,41.9989,0.84,High,445,548.61,,1117.78,3.91,5.7,138.15,2211.97,8315.07,1.02,41.73,130.32,2388.12,8084.54,9.3235,0.02,328,2212,100,10.63,6.4583
unit_4,12/2/2016 12:00,0,0.0003,0.0001,High,518.67,642.77,1589.94,1412.27,14.62,21.57,561.12,2388.21,,1.31,47.51,528.4,2388.22,8157.44,8.3268,0.03,393,2388,100,39.05,23.5579
unit_7,7/30/2015 12:00,0,-0.0031,0.0003,High,518.67,642.71,1589.11,1401.76,14.62,21.58,557.45,2388.09,,1.3,47.54,525.91,2388.1,8148.26,8.3724,0.03,392,2388,100,39.31,23.577
unit_3,4/20/2017 12:00,0,0.0001,0.0005,High,518.67,643.28,1605.95,1424.75,14.62,21.56,564.85,,9117.25,1.31,48,532.26,2388.4,8175.7,8.242,0.03,395,2388,,39.54,23.6557
unit_1,6/11/2017 12:00,0,35.0029,0.8402,High,449.44,554.85,1359.53,1127.02,5.48,7.99,194.98,2222.9,8353.18,1.02,,183.61,2388.07,8069.65,9.2623,0.02,334,2223,100,15.06,8.95
unit_5,3/31/2015 12:00,0,0.0028,0,High,518.67,642.19,1590.2,1393.38,14.62,21.58,557.21,2388.08,9063.83,1.3,47.4,524.08,2388.13,8148.24,8.3858,0.03,391,2388,100,39.24,23.4884
unit_2,5/1/2016 12:00,0,0.0023,0.0002,High,518.67,642.04,1588.16,1404.44,,21.57,556.81,2388.09,9068.97,1.3,47.24,524.1,2388.09,8151.74,8.3877,0.03,391,2388,100,39.06,23.4751
unit_7,10/13/2015 12:00,0,0.0001,0,High,518.67,643.25,1593.68,1419.5,14.62,21.57,565.09,2388.36,9105.36,1.31,48.05,532.86,2388.37,8178.06,8.2732,0.03,394,2388,100,39.45,23.6867
unit_8,1/28/2016 12:00,0,10.0032,0.2503,High,489.05,604.33,1499.05,1297.85,10.52,15.48,394.26,2318.7,8768.97,1.26,44.9,370.59,2387.9,8130.46,8.6157,0.03,366,2319,100,28.6,17.2121
unit_7,3/21/2015 12:00,0,0.0016,0.0004,High,518.67,642.01,1578.22,1403.5,14.62,21.58,554.55,2387.99,,,47.06,522.19,2387.94,8142.66,8.434,0.03,391,2388,100,38.87,23.4102
unit_5,11/10/2014 12:00,0,10.0066,0.251,High,489.05,603.9,1486.04,1294.21,10.52,15.46,394.31,2318.68,8766.35,1.26,44.93,370.56,2387.9,8123.83,8.599,0.03,368,2319,100,28.8,17.0991
unit_7,9/30/2014 12:00,0,-0.0009,-0.0004,High,518.67,641.74,1583.45,1389.15,14.62,21.59,554.21,2387.97,9055.55,1.3,47.07,521.85,2387.93,8133.64,8.3644,0.03,390,2388,100,39.1,23.3569
unit_8,1/1/2016 12:00,0,25.0052,0.622,Low,462.54,535.94,1255.98,1036.06,7.05,9.01,175.48,1915.29,8004.29,0.94,36.22,164.62,2028.19,7863.58,10.8368,0.02,304,1915,84.93,14.34,8.5652
unit_10,10/28/2017 12:00,0,0.0028,0.001,High,518.67,642.36,1589.26,1403.67,14.62,21.58,555.12,2388,9062.07,1.3,47.16,523.08,2388.09,,8.4112,,394,2388,100,38.99,23.4492
unit_3,11/11/2016 12:00,0,0.0032,,High,518.67,641.67,1582.18,1395.96,14.62,21.57,553.73,,9047.02,1.3,47.05,522.16,2388.02,8138.66,8.3896,0.03,390,2388,100,38.94,23.3726
unit_6,12/27/2015 12:00,0,-0.0054,0.0005,,518.67,641.58,1585.52,1383.03,14.62,21.57,552.09,2387.93,9048.54,1.3,46.95,520.9,2387.88,8133.71,8.4082,0.03,390,2388,100,38.76,23.3481
